City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,san antonio de pale,-1.4014,5.6325,22.2,75,100,4.33,GQ,1722883375
288,fortuna,40.5982,-124.1573,14.64,96,100,0.0,US,1722883376
289,miyako,39.6367,141.9525,22.27,97,87,1.01,JP,1722883377
290,puerto ayacucho,5.6639,-67.6236,24.78,91,100,0.29,VE,1722883378
291,tsiombe,-25.3,45.4833,18.26,91,5,0.9,MG,1722883379
292,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,100,100,1.0,RU,1722883380
293,hadibu,12.65,54.0333,25.64,80,37,8.59,YE,1722883381
294,el dorado,38.7666,-120.5177,31.89,30,0,2.68,US,1722883383
295,kruisfontein,-34.0033,24.7314,8.82,60,0,2.71,ZA,1722883384
296,yigo village,13.5361,144.8886,26.14,89,0,3.09,GU,1722883385
297,juneau,58.3019,-134.4197,19.0,59,0,2.57,US,1722883386
298,barabai,-2.5833,115.3833,23.15,88,100,0.51,ID,1722883387
299,hanceville,34.0607,-86.7675,32.45,48,41,3.06,US,1722883388
300,dalhart,36.0595,-102.5133,33.64,27,0,7.2,US,1722883257
301,montelibano,7.9829,-75.4229,31.06,69,76,2.37,CO,1722883390
302,mirny,62.5353,113.9611,12.78,62,86,2.26,RU,1722883391
303,inhambane,-23.865,35.3833,22.99,68,75,6.17,MZ,1722883392
304,grand baie,-20.0182,57.5802,19.33,79,0,0.89,MU,1722883393
305,cova figueira,14.8905,-24.2934,20.42,84,68,1.48,CV,1722883394
306,colonia,50.9333,6.95,24.52,70,0,1.54,DE,1722883395
307,brisas de zicatela,15.8369,-97.0419,29.29,84,75,3.6,MX,1722883397
308,san andres,12.5847,-81.7006,32.01,70,20,6.17,CO,1722883398
309,harstad,68.799,16.5293,21.41,73,84,0.99,NO,1722883399
310,ghadamis,30.1337,9.5007,33.03,28,0,7.0,LY,1722883400
311,el porvenir,13.7617,-87.3458,31.63,48,22,1.81,HN,1722883401
312,laojunmiao,39.8333,97.7333,22.13,36,7,2.72,CN,1722883402
313,quang ngai,15.1167,108.8,24.1,91,100,1.91,VN,1722883180
314,sangueya,10.7,-14.3667,25.02,93,90,2.55,GN,1722883404
315,salinopolis,-0.6136,-47.3561,28.5,70,55,6.7,BR,1722883405
316,vernon,50.2581,-119.2691,30.0,33,0,1.03,CA,1722883406
317,lompoc,34.6391,-120.4579,19.32,72,0,5.14,US,1722883181
318,masterton,-40.9597,175.6575,1.72,95,0,0.7,NZ,1722883408
319,severnoye,56.3491,78.3619,15.53,93,100,1.8,RU,1722883409
320,fort bragg,35.139,-79.006,29.74,77,75,4.63,US,1722883411
321,la mira,18.035,-102.3266,29.95,64,100,3.25,MX,1722883412
322,westport,41.1415,-73.3579,30.45,55,0,3.09,US,1722883170
323,porto novo,6.4965,2.6036,25.9,81,98,4.99,BJ,1722883414
324,vorkuta,67.5,64.0,6.84,72,6,2.09,RU,1722883418
325,coxen hole,16.3244,-86.5366,30.6,70,0,4.12,HN,1722883423
326,sydney,-33.8679,151.2073,9.63,85,40,3.09,AU,1722882731
327,bardai,11.65,7.2333,23.03,87,100,3.63,NG,1722883426
328,nguruka,-5.1092,31.0419,21.65,21,0,1.49,TZ,1722883427
329,newport,51.5877,-2.9984,20.88,82,68,5.95,GB,1722883428
330,nuuk,64.1835,-51.7216,11.34,66,75,1.54,GL,1722883429
331,lazaro cardenas,17.9583,-102.2,30.09,65,100,3.21,MX,1722883377
332,urangan,-25.3,152.9,18.76,73,4,5.48,AU,1722883431
333,bandar lampung,-5.4254,105.258,21.93,96,100,0.75,ID,1722883432
334,santa fe de antioquia,6.5569,-75.8281,32.11,46,66,0.47,CO,1722883383
335,nampula,-15.1165,39.2666,18.56,70,39,2.31,MZ,1722883434
336,arkhangel'sk,64.5401,40.5433,14.06,88,40,2.0,RU,1722883435
337,griffith,41.5284,-87.4237,30.91,77,0,4.12,US,1722883364
338,murun-kuren,49.6342,100.1625,14.18,72,4,1.24,MN,1722883437
339,paracuru,-3.41,-39.0306,27.28,65,100,7.33,BR,1722883439
340,dikhil,11.5,42.1667,32.11,41,100,3.1,DJ,1722883440
341,chernyshevskiy,63.0128,112.4714,14.95,59,99,1.63,RU,1722883441
342,sines,37.9562,-8.8698,21.83,73,0,5.36,PT,1722883292
343,ulaangom,49.9811,92.0667,18.09,58,100,1.31,MN,1722883443
344,bereznik,62.8551,42.7072,13.67,88,100,1.97,RU,1722883444
345,san agustin,20.5333,-103.4667,23.62,60,40,3.09,MX,1722883445
346,haiku-pauwela,20.9219,-156.3051,25.8,70,0,6.69,US,1722883446
347,vilyuchinsk,52.9306,158.4028,12.15,83,100,0.2,RU,1722883447
348,guilin,25.2819,110.2864,26.06,89,53,0.49,CN,1722883448
349,mount pearl,47.5166,-52.7813,22.92,87,100,11.32,CA,1722883449
350,kuta,-8.7233,115.1723,25.97,89,20,4.63,ID,1722883450
351,mugia,43.1041,-9.2179,22.73,93,10,2.04,ES,1722883451
352,cidreira,-30.1811,-50.2056,17.29,93,83,3.11,BR,1722883453
353,hasaki,35.7333,140.8333,25.22,90,0,2.39,JP,1722883454
354,santarem,-2.4431,-54.7083,32.07,58,20,5.14,BR,1722883455
355,barguzin,53.6167,109.6167,13.69,81,1,0.46,RU,1722883456
356,bujaru,-1.515,-48.0447,32.19,36,36,2.92,BR,1722883457
357,arraial do cabo,-22.9661,-42.0278,26.92,65,0,7.72,BR,1722883388
358,cururupu,-1.8283,-44.8683,30.81,52,100,2.46,BR,1722883459
359,namibe,-15.1961,12.1522,18.02,87,100,1.58,AO,1722883460
360,island harbour,50.724,-1.2758,20.2,75,53,1.79,GB,1722883461
361,ryotsu-minato,38.0833,138.4333,23.32,91,79,2.87,JP,1722883463
362,kamina,-8.7386,24.9906,20.95,17,5,1.83,CD,1722883464
363,saldanha,-33.0117,17.9442,12.03,81,1,4.1,ZA,1722883465
364,dodoma,-6.1722,35.7395,21.23,45,0,4.41,TZ,1722883466
365,tabou,4.423,-7.3528,24.08,85,100,4.3,CI,1722883467
366,dukhovnitskoye,52.4828,48.2137,20.08,79,97,1.85,RU,1722883468
367,morez,46.5254,6.0259,25.73,91,49,0.92,FR,1722883469
368,adygeysk,44.88,39.19,21.9,94,75,2.0,RU,1722883470
369,mnichovo hradiste,50.5272,14.9713,17.91,74,2,1.93,CZ,1722883476
370,touros,-5.1989,-35.4608,26.3,69,86,7.75,BR,1722883477
371,boguchany,58.3814,97.4531,14.98,79,35,1.25,RU,1722883478
372,hojai,26.0,92.8667,25.51,96,100,0.39,IN,1722883479
373,kyakhta,50.3508,106.4494,15.07,68,100,1.01,RU,1722883480
374,tobol'sk,58.2,68.2667,16.64,79,24,1.56,RU,1722883482
375,sona,45.4388,10.8255,29.44,48,0,1.54,IT,1722883483
376,ilabaya,-17.4208,-70.5133,21.86,35,0,4.25,PE,1722883484
377,anadyr,64.75,177.4833,1.67,93,75,6.0,RU,1722883485
378,bhera,32.4832,72.9097,32.24,63,66,2.54,PK,1722883486
379,coquimbo,-29.9533,-71.3436,15.85,63,0,4.63,CL,1722883359
380,suva,-18.1416,178.4415,16.71,100,40,1.03,FJ,1722883488
381,mataram,-8.5833,116.1167,23.45,85,24,3.61,ID,1722883265
382,prince rupert,54.3161,-130.3201,15.05,94,0,2.06,CA,1722883490
383,chumphon,10.3333,98.8333,23.4,95,94,0.83,TH,1722883491
384,veraval,20.9,70.3667,27.46,87,99,8.47,IN,1722883214
385,la junta,37.985,-103.5438,33.95,28,0,3.6,US,1722883493
386,egilsstadir,65.2653,-14.3948,9.95,93,75,5.14,IS,1722883495
387,lai,9.3952,16.2989,24.23,83,100,1.58,TD,1722883496
388,inirida,3.8653,-67.9239,29.53,68,69,0.76,CO,1722883497
389,chaozhou,23.6651,116.6379,25.92,90,9,1.22,CN,1722883498
390,nadi,-17.8,177.4167,17.0,77,20,0.0,FJ,1722883499
391,gejiu,23.306,103.1635,15.42,98,72,0.7,CN,1722883500
392,kudahuvadhoo,2.6708,72.8944,28.37,73,100,3.69,MV,1722883501
393,akrehamn,59.2667,5.1833,18.13,72,75,8.23,NO,1722883504
394,bowen,-20.0167,148.2333,15.99,93,100,2.74,AU,1722883505
395,juigalpa,12.1063,-85.3645,32.95,52,40,3.09,NI,1722883323
396,zamora,-4.0692,-78.9567,30.58,63,63,2.09,EC,1722883507
397,kimberley,-28.7323,24.7623,5.83,93,0,2.57,ZA,1722883508
398,sonoita,31.85,-112.8333,36.34,35,82,2.23,MX,1722883509
399,lamu,-2.2717,40.902,23.86,78,17,6.29,KE,1722883510
400,as samawah,31.332,45.2944,38.07,12,0,2.58,IQ,1722883513
401,cranbrook,49.4999,-115.7688,16.91,82,75,1.03,CA,1722883514
402,ringim,12.1548,9.1619,26.43,72,100,3.48,NG,1722883515
403,victorica,-36.2151,-65.4359,17.94,31,100,7.3,AR,1722883516
404,akbarpur,26.4167,82.55,30.68,64,100,2.64,IN,1722883517
405,alice springs,-23.7,133.8833,2.75,100,0,0.0,AU,1722883518
406,nova vicosa,-17.8919,-39.3719,24.9,64,0,3.78,BR,1722883519
407,jeremie,18.65,-74.1167,30.76,69,39,2.05,HT,1722883520
408,ostrovskoye,57.8057,42.2433,15.14,96,100,1.97,RU,1722883521
409,ambon,-3.6954,128.1814,26.6,95,40,1.03,ID,1722883523
410,rafsanjan,30.4067,55.9939,31.65,20,0,5.3,IR,1722883524
411,nagqu,31.5,92.0,4.73,78,3,1.02,CN,1722883525
412,lodja,-3.4833,23.4333,25.55,32,38,0.78,CD,1722883526
413,mil'kovo,55.6078,37.7956,19.85,65,4,2.04,RU,1722883527
414,zheleznogorsk-ilimskiy,56.5768,104.1217,12.34,74,0,0.4,RU,1722883528
415,yuzhno-kurilsk,44.0306,145.8556,16.13,99,100,2.58,RU,1722883529
416,tyre,33.2733,35.1939,28.96,67,0,2.85,LB,1722883530
417,taoudenni,22.6783,-3.9836,42.48,11,13,3.81,ML,1722883532
418,san justo,-30.7891,-60.5919,16.66,86,100,2.24,AR,1722883533
419,labrador city,52.9463,-66.9114,14.54,61,100,7.6,CA,1722883534
420,loa janan,-0.583,117.095,22.87,99,100,0.9,ID,1722883535
421,kajaani,64.2273,27.7285,16.03,77,0,2.57,FI,1722883536
422,taltal,-25.4,-70.4833,16.24,68,24,3.07,CL,1722883537
423,runaway bay,18.4596,-77.3357,30.45,75,93,6.63,JM,1722883538
424,emerald,-23.5333,148.1667,13.52,83,78,1.78,AU,1722883539
425,leiyang,26.4024,112.8591,25.39,88,98,2.3,CN,1722883540
426,barra do corda,-5.5,-45.25,36.17,18,5,2.77,BR,1722883541
427,tobruk,32.0836,23.9764,27.57,76,0,4.83,LY,1722883542
428,gibara,21.1097,-76.1317,34.62,63,100,7.43,CU,1722883543
429,alofi,-19.0595,-169.9187,21.94,94,100,2.06,NU,1722883544
430,alo,6.5486,4.2686,25.18,82,100,4.86,NG,1722883547
431,la porte,29.6658,-95.0194,34.7,59,75,3.6,US,1722883548
432,uvira,-3.4067,29.1458,24.31,53,99,0.67,CD,1722883549
433,crediton,50.7833,-3.65,19.77,85,75,6.17,GB,1722883555
434,nadym,65.5333,72.5167,8.49,68,73,5.57,RU,1722883557
435,khenifra,32.9333,-5.6667,32.65,14,4,4.0,MA,1722883558
436,portland,45.5234,-122.6762,25.22,51,0,1.79,US,1722882990
437,santa ana,33.7456,-117.8678,32.68,45,40,3.6,US,1722883560
438,dos hermanas,37.2829,-5.9209,32.59,40,0,5.66,ES,1722883561
439,isla mujeres,21.2311,-86.731,32.87,66,19,5.71,MX,1722883562
440,entebbe,0.0644,32.4469,23.18,60,0,0.0,UG,1722883563
441,kankaanpaa,61.8,22.4167,19.42,78,99,1.32,FI,1722883565
442,monrovia,6.3005,-10.7969,26.87,82,49,5.32,LR,1722883527
443,singkil,-7.9855,111.4161,20.94,93,100,1.86,ID,1722883567
444,kloulklubed,7.0419,134.2556,27.28,74,100,4.21,PW,1722883568
445,bubaque,11.2833,-15.8333,26.4,84,100,6.35,GW,1722883569
446,qingyuan,23.7,113.0333,29.99,81,100,0.06,CN,1722883570
447,nacozari viejo,30.4,-109.65,32.67,34,0,0.3,MX,1722883571
448,wau,7.7029,27.9953,22.37,83,100,0.17,SS,1722883572
449,sitka,57.0531,-135.33,18.94,63,20,0.0,US,1722883573
450,mino,34.8269,135.4706,27.65,71,75,3.09,JP,1722883574
451,ajnala,31.8425,74.7589,30.98,94,85,1.03,IN,1722883583
452,chios,38.3678,26.1358,29.92,66,0,4.63,GR,1722883585
453,kapit,2.0167,112.9333,22.33,97,32,0.23,MY,1722883587
454,swift current,50.2834,-107.8014,23.45,43,0,5.14,CA,1722883589
455,chancay,-11.5714,-77.2672,18.75,75,18,5.27,PE,1722883593
456,petrolina,-9.3986,-40.5008,31.03,35,40,6.69,BR,1722883596
457,mccook,40.2019,-100.6257,32.03,37,0,4.12,US,1722883598
458,gusinje,42.5638,19.8333,16.21,78,100,1.88,ME,1722883601
459,jalai nur,49.45,117.7,19.08,59,98,2.83,CN,1722883602
460,queenstown,-31.8976,26.8753,8.99,25,0,2.73,ZA,1722883604
461,lincoln city,44.9582,-124.0179,19.03,80,0,4.92,US,1722883425
462,fria,10.4167,-13.5833,25.12,97,100,1.81,GN,1722883606
463,weno,7.4515,151.8468,26.97,83,75,2.06,FM,1722883607
464,kayangel,8.0823,134.7173,28.54,75,100,4.42,PW,1722883608
465,enoch,37.7733,-113.0244,33.29,22,0,2.06,US,1722883609
466,huinan,42.6225,126.2614,21.17,95,28,1.46,CN,1722883611
467,chudniv,50.052,28.1175,18.2,73,100,3.43,UA,1722883612
468,achacachi,-16.05,-68.6833,12.29,43,0,6.63,BO,1722883613
469,adrar,20.5022,-10.0711,39.25,16,0,3.78,MR,1722883614
470,massakory,12.996,15.7293,24.6,87,100,0.58,TD,1722883615
471,tofol,5.3248,163.0078,28.07,77,100,4.13,FM,1722883616
472,sheikhpura,25.15,85.85,30.99,65,100,2.28,IN,1722883617
473,nar'yan-mar,67.6713,53.087,6.49,83,3,5.36,RU,1722883618
474,usogorsk,63.4106,48.6872,13.54,95,100,1.84,RU,1722883619
475,gidole,5.65,37.3667,15.65,76,99,1.29,ET,1722883620
476,quellon,-43.1167,-73.6167,7.96,94,100,8.3,CL,1722883593
477,estevan,49.1334,-102.9842,14.11,94,100,5.14,CA,1722883622
478,bintulu,3.1667,113.0333,25.23,94,40,2.06,MY,1722883623
479,bonthe,7.5264,-12.505,25.18,86,74,4.73,SL,1722883625
480,moberly,39.4184,-92.4382,33.57,44,0,4.63,US,1722883454
481,puerto aysen,-45.4,-72.7,5.02,96,100,2.2,CL,1722883356
482,acarau,-2.8856,-40.12,28.39,62,100,9.66,BR,1722883631
483,santo antonio,-6.3106,-35.4789,27.32,53,37,7.35,BR,1722883632
484,soio,-6.1349,12.3689,21.08,79,28,3.85,AO,1722883649
485,north platte,41.1239,-100.7654,33.94,33,0,6.69,US,1722883651
486,yovon,38.3141,69.0378,26.82,21,0,2.42,TJ,1722883652
487,nova londrina,-22.7658,-52.985,32.93,20,0,4.79,BR,1722883653
488,al mijlad,11.0333,27.7333,28.83,58,96,4.15,SD,1722883655
489,farasan,16.7022,42.1183,30.85,83,97,1.15,SA,1722883656
490,midland,31.9974,-102.0779,31.1,40,0,3.6,US,1722883438
491,wenling,28.3669,121.36,26.27,88,0,1.2,CN,1722883658
492,abadeh,31.1608,52.6506,30.95,18,0,2.06,IR,1722883659
493,gourcy,13.2167,-2.35,28.14,68,81,3.71,BF,1722883660
494,medicine hat,50.0501,-110.6683,23.61,50,75,5.66,CA,1722883500
495,kiunga,-6.1219,141.2906,22.66,99,97,1.42,PG,1722883663
496,uturoa,-16.7333,-151.4333,25.82,73,100,5.5,PF,1722883666
497,las tablas,7.7667,-80.2833,26.76,99,100,1.25,PA,1722883667
498,amassoma,4.9692,6.1097,24.18,84,95,3.21,NG,1722883668
499,cinisi,38.1562,13.1073,28.56,74,20,5.14,IT,1722883669
500,nantucket,41.2835,-70.0995,26.65,78,0,5.66,US,1722883670
501,denison,33.7557,-96.5367,34.53,46,0,2.24,US,1722883607
502,saudarkrokur,65.7461,-19.6394,10.75,92,100,4.48,IS,1722883672
503,la'ie,21.6477,-157.9253,27.01,73,86,4.47,US,1722883673
504,ak-suu,42.4995,78.527,16.61,68,38,1.56,KG,1722883675
505,zaozersk,69.4005,32.4476,7.93,94,15,2.92,RU,1722883676
506,jaguaruna,-28.615,-49.0256,25.69,84,49,4.36,BR,1722883677
507,salvador,13.8333,-88.9167,30.11,56,11,1.49,SV,1722883679
508,sisimiut,66.9395,-53.6735,7.9,74,85,2.3,GL,1722883683
509,port isabel,26.0734,-97.2086,33.49,75,0,0.89,US,1722883684
510,bom jesus da lapa,-13.255,-43.4181,31.49,27,64,5.53,BR,1722883685
511,dolores,-36.3132,-57.6792,13.59,85,100,6.02,AR,1722883686
512,reynosa,26.0833,-98.2833,35.85,48,20,4.12,MX,1722883687
513,hsinchu,24.8036,120.9686,27.74,86,8,0.89,TW,1722883689
514,usinsk,65.9939,57.5281,10.25,72,99,5.75,RU,1722883690
515,katabu,-4.9333,122.5167,23.76,90,84,3.42,ID,1722883691
516,urengoy,65.9667,78.3667,10.64,67,100,4.75,RU,1722883692
517,kirakira,-10.4544,161.9205,25.34,88,100,4.59,SB,1722883693
518,gulf shores,30.246,-87.7008,34.02,59,20,5.14,US,1722883696
519,plymouth,41.8334,-70.8328,30.28,62,0,3.09,US,1722883697
520,wad az zaki,14.4619,32.2065,28.73,55,62,10.05,SD,1722883698
521,anna regina,7.2644,-58.5077,29.7,68,96,3.97,GY,1722883700
522,susuman,62.7833,148.1667,11.06,66,94,2.84,RU,1722883701
523,buritama,-21.0661,-50.1472,32.75,19,0,3.46,BR,1722883702
524,searcy,35.2506,-91.7363,33.25,56,40,0.45,US,1722883703
525,bryne,58.7354,5.6477,17.45,80,75,6.17,NO,1722883705
526,kavaratti,10.5669,72.642,27.12,85,100,5.29,IN,1722883706
527,guatire,10.4762,-66.5427,25.69,87,100,1.01,VE,1722883707
528,lucapa,-8.4192,20.7447,24.18,20,5,0.81,AO,1722883708
529,bata,1.8639,9.7658,24.43,85,93,5.35,GQ,1722883709
530,faro,37.0194,-7.9322,26.9,50,0,2.06,PT,1722883486
531,narrabri,-30.3167,149.7833,10.85,96,100,1.65,AU,1722883715
532,caldwell,43.6629,-116.6874,35.86,30,0,0.0,US,1722883716
533,antofagasta,-23.65,-70.4,15.6,82,46,4.19,CL,1722883293
534,uffenheim,49.5333,10.25,22.55,49,0,1.54,DE,1722883719
535,hithadhoo,-0.6,73.0833,28.53,73,100,1.46,MV,1722883720
536,fale old settlement,-9.3852,-171.2468,27.46,78,100,4.51,TK,1722883721
537,charters towers,-20.1,146.2667,12.81,92,27,1.86,AU,1722883722
538,port shepstone,-30.7414,30.455,15.19,68,43,1.76,ZA,1722883723
539,beaugency,47.7802,1.6271,26.15,63,0,2.85,FR,1722883728
540,zaruma,-3.6833,-79.6167,28.08,61,82,3.18,EC,1722883730
541,pointe-du-lac,46.2869,-72.6845,20.77,71,100,6.17,CA,1722883731
542,ranau,5.9538,116.6641,21.14,94,89,0.52,MY,1722883732
543,nemuro,43.3236,145.575,16.56,100,100,1.0,JP,1722883735
544,sassandra,4.95,-6.0833,23.52,89,98,3.48,CI,1722883736
545,aldinga beach,-35.2793,138.4604,8.63,91,100,3.08,AU,1722883737
546,nabire,-3.3667,135.4833,23.44,93,99,1.47,ID,1722883740
547,chom thong,18.4174,98.6743,26.14,93,100,1.58,TH,1722883741
548,ezhva,61.8128,50.7283,16.88,100,100,3.0,RU,1722883742
549,manay,7.215,126.5397,24.32,77,100,2.77,PH,1722883745
550,talakan,50.3167,130.3667,18.82,99,100,1.99,RU,1722883746
551,gagliano del capo,39.8442,18.3695,28.68,45,0,5.66,IT,1722883747
552,andergrove,-21.0833,149.1833,12.49,92,26,2.72,AU,1722883748
553,puerto carreno,6.189,-67.4859,29.99,66,20,1.54,CO,1722883750
554,yantzaza,-3.8278,-78.7594,28.53,56,68,2.14,EC,1722883751
555,amga,60.8953,131.9608,9.92,96,100,3.78,RU,1722883753
556,choyr,46.3611,108.3611,16.2,66,6,1.81,MN,1722883754
557,manta,-0.95,-80.7333,26.88,74,20,6.69,EC,1722883767
558,gadzhiyevo,69.2551,33.3362,10.58,79,2,2.61,RU,1722883768
559,naze,28.3667,129.4833,27.51,86,0,3.25,JP,1722883769
560,makanya,-4.3667,37.8333,21.12,63,5,2.29,TZ,1722883770
561,keflavik,64.0049,-22.5624,13.24,94,75,4.12,IS,1722883774
562,hunchun,42.8675,130.3581,20.67,99,100,1.13,CN,1722883775
563,zhaoqing,23.0512,112.4597,27.76,80,100,0.87,CN,1722883696
564,desaguadero,-16.5656,-69.0417,12.86,38,34,7.32,PE,1722883778
565,petatlan,17.5167,-101.2667,31.89,55,100,3.76,MX,1722883779
566,pampa,35.5362,-100.9599,34.02,27,0,4.12,US,1722883641
567,kilinochchi,9.3961,80.3982,25.98,87,100,3.91,LK,1722883781
568,corfu,39.62,19.9197,30.88,37,20,4.12,GR,1722883782
569,ta`u,-14.2336,-169.5144,25.6,76,26,2.75,AS,1722883783
570,gordonvale,-17.0936,145.7842,17.12,100,33,1.83,AU,1722883784
571,heiningen,48.6618,9.6498,20.73,78,12,1.28,DE,1722883787
572,maceio,-9.6658,-35.7353,24.69,78,75,3.6,BR,1722883597
573,tralee,52.2704,-9.7026,14.77,76,0,3.9,IE,1722883790
574,boyolangu,-8.1181,111.8935,21.2,95,70,0.51,ID,1722883791
575,gotsucho,35.0,132.2167,25.07,86,95,1.18,JP,1722883792
576,capinota,-17.7167,-66.2333,23.67,21,14,4.54,BO,1722883794
577,atbara,17.7022,33.9864,25.53,85,100,10.06,SD,1722883795
